,Date,Open,High,Low,Close,Volume
4033,1/14/2014,538.22,546.73,537.66,546.39,11877200
4034,1/15/2014,553.52,560.2,551.66,557.36,13987100
4035,1/16/2014,554.9,556.85,551.68,554.25,8188500
4036,1/17/2014,551.48,552.07,539.9,540.67,15240700
4037,1/21/2014,540.99,550.07,540.42,549.07,11733100
4038,1/22/2014,550.9147,557.29,547.81,551.51,13570900
4039,1/23/2014,549.94,556.5,544.8064,556.18,14401400
4040,1/24/2014,554,555.62,544.75,546.07,15334100
4041,1/27/2014,550.07,554.8,545.75,550.5,19817100
4042,1/28/2014,508.76,515,502.07,506.5,38054400
4043,1/29/2014,503.95,507.37,498.62,500.75,17957500
4044,1/30/2014,502.54,506.5,496.7,499.782,24232200
4045,1/31/2014,495.18,501.53,493.55,500.6,16599900
4046,2/3/2014,502.61,507.73,499.3,501.53,14338000
4047,2/4/2014,505.85,509.46,502.76,508.79,13452900
4048,2/5/2014,506.56,515.28,506.2519,512.59,11726600
4049,2/6/2014,510.06,513.5,507.81,512.51,9205900
4050,2/7/2014,521.38,522.9299,517.38,519.68,13224300
4051,2/10/2014,518.66,531.99,518,528.99,12341400
4052,2/11/2014,530.61,537.75,529.5,535.96,10080600
4053,2/12/2014,536.95,539.56,533.24,535.92,11003600
4054,2/13/2014,534.66,544.85,534.2,544.43,10978500
4055,2/14/2014,542.47,545.9799,541.21,543.99,9747300
4056,2/18/2014,546,551.19,545.61,545.99,9294700
4057,2/19/2014,544.75,546.89,534.35,537.37,11206000
4058,2/20/2014,532.99,537,529,531.15,10923500
4059,2/21/2014,532.7927,534.57,524.6,525.25,9956600
4060,2/24/2014,523.15,529.9199,522.42,527.55,10318200
4061,2/25/2014,529.38,529.565,521,522.06,8284000
4062,2/26/2014,523.61,525,515.6,517.35,9864900
4063,2/27/2014,517.14,528.78,516.05,527.67,10781500
4064,2/28/2014,529.08,532.75,522.12,526.24,13284600
4065,3/3/2014,523.42,530.65,522.81,527.76,8527900
4066,3/4/2014,531,532.64,527.77,531.24,9255000
4067,3/5/2014,530.92,534.75,529.13,532.36,7145100
4068,3/6/2014,532.79,534.4399,528.1,530.75,6624600
4069,3/7/2014,531.09,531.98,526.05,530.44,7883200
4070,3/10/2014,528.36,533.33,528.3391,530.92,6378000
4071,3/11/2014,535.45,538.74,532.59,536.09,9972300
4072,3/12/2014,534.51,537.35,532,536.61,7118800
4073,3/13/2014,537.44,539.66,529.16,530.65,9205100
4074,3/14/2014,528.79,530.89,523,524.69,8471400
4075,3/17/2014,527.7,529.97,525.85,526.74,7126600
4076,3/18/2014,525.9,531.97,525.2001,531.4,7487400
4077,3/19/2014,532.26,536.24,529,531.26,8027000
4078,3/20/2014,529.89,532.67,527.35,528.7,7442800
4079,3/21/2014,531.93,533.75,526.33,532.87,13358800
4080,3/24/2014,538.42,540.5,535.06,539.19,12703600
4081,3/25/2014,541.5,545.75,539.59,544.99,10081900
4082,3/26/2014,546.52,549,538.86,539.78,10706000
4083,3/27/2014,540.015,541.5,535.1201,537.46,7929700
4084,3/28/2014,538.32,538.9399,534.25,536.86,7163000
4085,3/31/2014,539.23,540.81,535.93,536.74,6023900
4086,4/1/2014,537.76,541.87,536.77,541.65,7170000
4087,4/2/2014,542.38,543.48,540.26,542.55,6443600
4088,4/3/2014,541.39,542.5,537.64,538.79,5798000
4089,4/4/2014,539.81,540,530.58,531.82,9830400
4090,4/7/2014,528.02,530.9,521.89,523.47,10351800
4091,4/8/2014,525.19,526.12,518.7001,523.44,8710300
4092,4/9/2014,522.64,530.49,522.02,530.32,7363200
4093,4/10/2014,530.68,532.24,523.17,523.48,8559000
4094,4/11/2014,519,522.83,517.14,519.61,9704200
4095,4/14/2014,521.9,522.16,517.21,521.68,7345500
4096,4/15/2014,520.27,521.64,511.33,517.9599,9517500
4097,4/16/2014,518.05,521.09,514.1354,519.01,7670200
4098,4/17/2014,520,527.76,519.2,524.94,10154800
4099,4/21/2014,525.34,532.14,523.96,531.17,6519600
4100,4/22/2014,528.31,531.826,526.501,531.699,7234400
4101,4/23/2014,529.06,531.13,524.45,524.75,14105000
4102,4/24/2014,568.21,570,560.73,567.77,27139700
4103,4/25/2014,564.53,571.99,563.96,571.94,13938400
4104,4/28/2014,572.8,595.75,572.55,594.09,23910200
4105,4/29/2014,593.74,595.98,589.51,592.33,12049200
4106,4/30/2014,592.64,599.43,589.8,590.09,16308600
4107,5/1/2014,592,594.8,586.36,591.48,8716000
4108,5/2/2014,592.34,594.2,589.71,592.58,6839800
4109,5/5/2014,590.14,601,590,600.96,10252400
4110,5/6/2014,601.8,604.4099,594.41,594.41,13377300
4111,5/7/2014,595.25,597.29,587.73,592.33,10102300
4112,5/8/2014,588.25,594.41,586.4,587.99,8224900
4113,5/9/2014,584.54,586.25,580.33,585.5425,10414200
4114,5/12/2014,587.49,593.66,587.4,592.83,7614600
4115,5/13/2014,592,594.54,590.7,593.76,5704900
4116,5/14/2014,592.43,597.4,591.74,593.87,5943000
4117,5/15/2014,594.7,596.6,588.04,588.82,8244500
4118,5/16/2014,588.63,597.53,585.4,597.51,9866300
4119,5/19/2014,597.85,607.33,597.33,604.59,11348400
4120,5/20/2014,604.51,606.4,600.73,604.71,8387000
4121,5/21/2014,603.83,606.7,602.06,606.31,7030700
4122,5/22/2014,606.6,609.85,604.1,607.27,7170000
4123,5/23/2014,607.25,614.7293,606.47,614.13,8293200
4124,5/27/2014,615.88,625.86,615.63,625.63,12459500
4125,5/28/2014,626.02,629.83,623.78,624.01,11267200
4126,5/29/2014,627.85,636.87,627.77,635.38,13445500
4127,5/30/2014,637.98,644.17,628.9,633,20143600
4128,6/2/2014,633.96,634.83,622.5,628.65,13191100
4129,6/3/2014,628.46,638.74,628.25,637.54,10453900
4130,6/4/2014,637.44,647.89,636.11,644.82,11981500
4131,6/5/2014,646.2,649.3699,642.61,647.35,10850200
4132,6/6/2014,649.9,651.26,644.47,645.57,12497800
4133,6/9/2014,92.7,93.88,91.75,93.7,75414997
4134,6/10/2014,94.73,95.05,93.57,94.25,62777000
4135,6/11/2014,94.13,94.76,93.47,93.86,45681000
4136,6/12/2014,94.04,94.12,91.9,92.29,54749000
4137,6/13/2014,92.2,92.44,90.88,91.28,54525000
4138,6/16/2014,91.51,92.75,91.45,92.2,35561000
4139,6/17/2014,92.31,92.7,91.8,92.08,29726000
4140,6/18/2014,92.27,92.29,91.35,92.18,33514000
4141,6/19/2014,92.29,92.3,91.3389,91.86,35528000
4142,6/20/2014,91.85,92.55,90.9,90.91,100898000
4143,6/23/2014,91.32,91.62,90.6,90.83,43694000
4144,6/24/2014,90.75,91.74,90.19,90.28,39036000
4145,6/25/2014,90.21,90.7,89.65,90.36,36869000
4146,6/26/2014,90.37,91.05,89.8,90.9,32629000
4147,6/27/2014,90.82,92,90.77,91.98,64029000
4148,6/30/2014,92.1,93.725,92.09,92.93,49589000
4149,7/1/2014,93.52,94.07,93.13,93.52,38223000
4150,7/2/2014,93.865,94.06,93.09,93.48,28465000
4151,7/3/2014,93.67,94.1,93.2,94.03,22891800
4152,7/7/2014,94.14,95.99,94.1,95.968,56468000
4153,7/8/2014,96.27,96.8,93.92,95.35,65222000
4154,7/9/2014,95.44,95.95,94.76,95.39,36436000
4155,7/10/2014,93.76,95.55,93.52,95.035,39686000
4156,7/11/2014,95.36,95.89,94.8625,95.22,34018000
4157,7/14/2014,95.86,96.89,95.65,96.45,42810000
4158,7/15/2014,96.8,96.85,95.03,95.32,45477900
4159,7/16/2014,96.97,97.1,94.74,94.78,53502000
4160,7/17/2014,95.03,95.279,92.57,93.0899,57298000
4161,7/18/2014,93.62,94.74,93.02,94.43,49988000
4162,7/21/2014,94.99,95,93.72,93.939,39079000
4163,7/22/2014,94.68,94.89,94.12,94.72,55197000
4164,7/23/2014,95.42,97.88,95.17,97.19,92918000
4165,7/24/2014,97.035,97.32,96.42,97.03,45729000
4166,7/25/2014,96.85,97.84,96.64,97.671,43469000
4167,7/28/2014,97.82,99.24,97.55,99.02,55318000
4168,7/29/2014,99.33,99.44,98.25,98.38,43143000
4169,7/30/2014,98.44,98.7,97.67,98.15,33010000
4170,7/31/2014,97.16,97.45,95.33,95.6,56843000
4171,8/1/2014,94.9,96.62,94.81,96.13,48511000
4172,8/4/2014,96.37,96.58,95.17,95.59,39958000
4173,8/5/2014,95.36,95.68,94.36,95.12,55933000
4174,8/6/2014,94.75,95.48,94.71,94.96,38558000
4175,8/7/2014,94.93,95.95,94.1,94.48,46711000
4176,8/8/2014,94.26,94.82,93.28,94.74,41865000
4177,8/11/2014,95.27,96.08,94.8355,95.99,36585000
4178,8/12/2014,96.04,96.88,95.61,95.97,33795000
4179,8/13/2014,96.15,97.24,96.04,97.24,31916000
4180,8/14/2014,97.33,97.57,96.8,97.5,28116000
4181,8/15/2014,97.9,98.19,96.86,97.98,48951000
4182,8/18/2014,98.49,99.37,97.98,99.16,47572000
4183,8/19/2014,99.41,100.68,99.32,100.53,69274700
4184,8/20/2014,100.44,101.09,99.95,100.57,52612800
4185,8/21/2014,100.57,100.94,100.11,100.58,33421900
4186,8/22/2014,100.29,101.47,100.19,101.32,44102400
4187,8/25/2014,101.79,102.17,101.28,101.54,40144700
4188,8/26/2014,101.42,101.5,100.86,100.889,33119800
4189,8/27/2014,101.02,102.57,100.7,102.13,46827400
4190,8/28/2014,101.59,102.78,101.56,102.25,68389800
4191,8/29/2014,102.86,102.9,102.2,102.5,44567000
4192,9/2/2014,103.06,103.74,102.72,103.3,53491400
4193,9/3/2014,103.1,103.2,98.58,98.94,125233100
4194,9/4/2014,98.85,100.09,97.79,98.12,85594800
4195,9/5/2014,98.8,99.39,98.31,98.97,58353200
4196,9/8/2014,99.3,99.31,98.05,98.36,46277800
4197,9/9/2014,99.08,103.08,96.14,97.99,189560600
4198,9/10/2014,98.01,101.11,97.76,101,100741900
4199,9/11/2014,100.41,101.44,99.62,101.43,62353100
4200,9/12/2014,101.21,102.19,101.08,101.66,62626100
4201,9/15/2014,102.81,103.05,101.44,101.63,61216500
4202,9/16/2014,99.8,101.26,98.89,100.86,66818200
4203,9/17/2014,101.27,101.8,100.5922,101.58,60892400
4204,9/18/2014,101.93,102.35,101.56,101.79,37023900
4205,9/19/2014,102.29,102.35,100.88,100.96,70838500
4206,9/22/2014,101.8,102.14,100.58,101.06,52722000
4207,9/23/2014,100.6,102.94,100.54,102.64,63347200
4208,9/24/2014,102.16,102.85,101.2,101.75,59725174
4209,9/25/2014,100.51,100.71,97.72,97.87,99565849
4210,9/26/2014,98.53,100.75,98.4,100.75,62370501
4211,9/29/2014,98.65,100.435,98.63,100.11,49766312
4212,9/30/2014,100.81,101.54,100.53,100.75,55264139
4213,10/1/2014,100.59,100.69,98.7,99.18,51491286
4214,10/2/2014,99.27,100.22,98.04,99.9,47757828
4215,10/3/2014,99.44,100.21,99.04,99.62,43469585
4216,10/6/2014,99.95,100.65,99.42,99.62,37051182
4217,10/7/2014,99.43,100.12,98.73,98.75,42094183
4218,10/8/2014,98.76,101.11,98.31,100.8,57404674
4219,10/9/2014,101.54,102.38,100.61,101.02,77376525
4220,10/10/2014,100.69,102.03,100.3,100.73,66331592
4221,10/13/2014,101.33,101.78,99.81,99.81,53583368
4222,10/14/2014,100.39,100.52,98.57,98.75,63688562
4223,10/15/2014,97.97,99.15,95.18,97.54,100933600
4224,10/16/2014,95.55,97.72,95.41,96.26,72154523
4225,10/17/2014,97.5,99,96.81,97.67,68179688
4226,10/20/2014,98.315,99.96,98.22,99.76,77517279
4227,10/21/2014,103.02,103.02,101.27,102.47,94623904
4228,10/22/2014,102.84,104.11,102.6,102.99,68263146
4229,10/23/2014,104.08,105.051,103.63,104.83,71074674
4230,10/24/2014,105.18,105.49,104.53,105.22,47053916
4231,10/27/2014,104.85,105.48,104.7,105.11,34187701
4232,10/28/2014,105.4,106.74,105.35,106.74,48060949
4233,10/29/2014,106.65,107.37,106.36,107.34,52687879
4234,10/30/2014,106.959,107.35,105.9,106.98,40654793
4235,10/31/2014,108.01,108.04,107.21,108,44639285
4236,11/3/2014,108.22,110.3,108.01,109.4,52282550
4237,11/4/2014,109.36,109.49,107.72,108.6,41574365
4238,11/5/2014,109.1,109.3,108.125,108.86,37435905
4239,11/6/2014,108.6,108.79,107.8,108.7,34968457
4240,11/7/2014,108.75,109.32,108.55,109.01,33691535
4241,11/10/2014,109.02,109.33,108.67,108.83,27195547
4242,11/11/2014,108.7,109.75,108.4,109.7,27442252
4243,11/12/2014,109.38,111.43,109.37,111.25,46942431
4244,11/13/2014,111.8,113.45,111.6,112.82,59522855
4245,11/14/2014,113.15,114.19,113.05,114.18,44063595
4246,11/17/2014,114.27,117.28,113.3,113.99,46746712
4247,11/18/2014,113.94,115.69,113.89,115.47,44223978
4248,11/19/2014,115.44,115.74,113.8,114.67,41869160
4249,11/20/2014,114.91,116.86,114.85,116.31,43395537
4250,11/21/2014,117.51,117.57,116.03,116.47,57179298
4251,11/24/2014,116.85,118.77,116.62,118.625,47450824
4252,11/25/2014,119.07,119.75,117.45,117.6,68840440
4253,11/26/2014,117.94,119.1,117.83,119,40831886
4254,11/28/2014,119.27,119.4,118.05,118.93,24814402
4255,12/1/2014,118.81,119.25,111.27,115.07,83814037
4256,12/2/2014,113.5,115.75,112.75,114.63,59348940
4257,12/3/2014,115.75,116.35,115.11,115.93,43063440
4258,12/4/2014,115.77,117.2,115.29,115.49,42155776
4259,12/5/2014,115.99,116.08,114.64,115,38318895
4260,12/8/2014,114.1,114.648,111.62,112.4,57664850
4261,12/9/2014,110.19,114.3,109.35,114.12,60208036
4262,12/10/2014,114.41,114.85,111.54,111.95,44565318
4263,12/11/2014,112.26,113.8,111.34,111.62,41471578
4264,12/12/2014,110.46,111.87,109.58,109.73,56028138
4265,12/15/2014,110.7,111.6,106.35,108.225,67218082
4266,12/16/2014,106.37,110.16,106.26,106.745,60790733
4267,12/17/2014,107.12,109.84,106.82,109.41,53411773
4268,12/18/2014,111.87,112.65,110.66,112.65,59006218
4269,12/19/2014,112.26,113.24,111.66,111.78,88429770
4270,12/22/2014,112.16,113.49,111.97,112.94,45167549
4271,12/23/2014,113.23,113.33,112.46,112.54,26028419
4272,12/24/2014,112.58,112.71,112.01,112.01,14479611
4273,12/26/2014,112.1,114.52,112.01,113.99,33720951
4274,12/29/2014,113.79,114.77,113.7,113.91,27598920
4275,12/30/2014,113.64,113.92,112.11,112.52,29881477
4276,12/31/2014,112.82,113.13,110.21,110.38,41403351
4277,1/2/2015,111.39,111.44,107.35,109.33,53204626
4278,1/5/2015,108.29,108.65,105.41,106.25,64285491
4279,1/6/2015,106.54,107.43,104.63,106.26,65797116
4280,1/7/2015,107.2,108.2,106.695,107.75,40105934
4281,1/8/2015,109.23,112.15,108.7,111.89,59364547
4282,1/9/2015,112.67,113.25,110.21,112.01,53315099
4283,1/12/2015,112.6,112.63,108.8,109.25,49650790
4284,1/13/2015,111.43,112.8,108.91,110.22,67091928
4285,1/14/2015,109.04,110.49,108.5,109.8,48956588
4286,1/15/2015,110,110.06,106.66,106.82,60013996
4287,1/16/2015,107.03,107.58,105.2,105.99,78513345
4288,1/20/2015,107.84,108.9667,106.5,108.72,49899907
4289,1/21/2015,108.95,111.06,108.27,109.55,48575897
4290,1/22/2015,110.26,112.47,109.72,112.4,53796409
4291,1/23/2015,112.3,113.75,111.53,112.98,46464828
4292,1/26/2015,113.74,114.3626,112.8,113.1,55614979
4293,1/27/2015,112.42,112.48,109.03,109.14,95568749
4294,1/28/2015,117.625,118.12,115.31,115.31,146477063
4295,1/29/2015,116.32,119.19,115.56,118.9,84436432
4296,1/30/2015,118.4,120,116.85,117.16,83745461
4297,2/2/2015,118.05,119.17,116.08,118.63,62739100
4298,2/3/2015,118.5,119.09,117.61,118.65,51915749
4299,2/4/2015,118.5,120.51,118.309,119.56,70149743
4300,2/5/2015,120.02,120.23,119.25,119.94,42246245
4301,2/6/2015,120.02,120.25,118.45,118.93,43706567
4302,2/9/2015,118.55,119.84,118.43,119.72,38889797
4303,2/10/2015,120.17,122.15,120.16,122.02,62008506
4304,2/11/2015,122.77,124.92,122.5,124.88,73561797
4305,2/12/2015,126.06,127.48,125.57,126.46,74474466
4306,2/13/2015,127.28,127.28,125.65,127.08,54272219
4307,2/17/2015,127.49,128.88,126.92,127.83,63152405
4308,2/18/2015,127.625,128.78,127.45,128.715,44891737
4309,2/19/2015,128.48,129.03,128.33,128.45,37362381
4310,2/20/2015,128.62,129.5,128.05,129.495,48948419
4311,2/23/2015,130.02,133,129.66,133,70974110
4312,2/24/2015,132.94,133.6,131.17,132.17,69228130
4313,2/25/2015,131.56,131.6,128.15,128.79,74711746
4314,2/26/2015,128.785,130.87,126.61,130.415,91287529
4315,2/27/2015,130,130.57,128.24,128.46,62014847
4316,3/2/2015,129.25,130.28,128.3,129.09,48096663
4317,3/3/2015,128.96,129.52,128.09,129.36,37816283
4318,3/4/2015,129.1,129.56,128.32,128.54,31666340
4319,3/5/2015,128.58,128.75,125.76,126.41,56517146
4320,3/6/2015,128.4,129.37,126.26,126.6,72842060
4321,3/9/2015,127.96,129.57,125.06,127.14,88528487
4322,3/10/2015,126.41,127.22,123.8,124.51,68856582
4323,3/11/2015,124.75,124.77,122.11,122.24,68938974
4324,3/12/2015,122.31,124.9,121.63,124.45,48362719
4325,3/13/2015,124.4,125.3951,122.58,123.59,51827283
4326,3/16/2015,123.88,124.95,122.87,124.95,35874300
4327,3/17/2015,125.9,127.32,125.65,127.04,51023104
4328,3/18/2015,127,129.16,126.37,128.47,65270945
4329,3/19/2015,128.75,129.2451,127.4,127.495,45809490
4330,3/20/2015,128.25,128.4,125.16,125.9,68695136
4331,3/23/2015,127.12,127.85,126.52,127.21,37709674
4332,3/24/2015,127.23,128.04,126.56,126.69,32842304
4333,3/25/2015,126.54,126.82,123.38,123.38,51655177
4334,3/26/2015,122.76,124.88,122.6,124.24,47572869
4335,3/27/2015,124.57,124.7,122.91,123.25,39546151
4336,3/30/2015,124.05,126.4,124,126.37,47099670
4337,3/31/2015,126.09,126.49,124.355,124.43,42090553
4338,4/1/2015,124.82,125.12,123.1,124.25,40621437
4339,4/2/2015,125.03,125.56,124.19,125.32,32220131
4340,4/6/2015,124.47,127.51,124.33,127.35,37193975
4341,4/7/2015,127.64,128.1218,125.98,126.01,35012268
4342,4/8/2015,125.85,126.4,124.97,125.6,37329243
4343,4/9/2015,125.85,126.58,124.66,126.56,32483974
4344,4/10/2015,125.95,127.21,125.26,127.1,40187953
4345,4/13/2015,128.37,128.57,126.61,126.85,36365123
4346,4/14/2015,127,127.29,125.91,126.3,25524593
4347,4/15/2015,126.41,127.13,126.01,126.78,28970419
4348,4/16/2015,126.28,127.1,126.11,126.17,28368987
4349,4/17/2015,125.55,126.14,124.46,124.75,51957046
4350,4/20/2015,125.57,128.12,125.17,127.6,47054310
4351,4/21/2015,128.1,128.2,126.67,126.91,32435057
4352,4/22/2015,126.99,128.87,126.32,128.62,37654505
4353,4/23/2015,128.3,130.42,128.14,129.67,45770902
4354,4/24/2015,130.49,130.63,129.23,130.28,44525905
4355,4/27/2015,132.31,133.13,131.15,132.65,96954207
4356,4/28/2015,134.455,134.54,129.57,130.56,118923970
4357,4/29/2015,130.16,131.59,128.3,128.64,63386083
4358,4/30/2015,127.5,127.88,124.58,125.15,83195423
4359,5/1/2015,126.1,130.13,125.3,128.95,58512638
4360,5/4/2015,129.5,130.57,128.26,128.7,50988278
4361,5/5/2015,128.15,128.4498,125.78,125.8,49271416
4362,5/6/2015,126.56,126.75,123.36,125.01,72141010
4363,5/7/2015,124.77,126.08,124.02,125.26,43940895
4364,5/8/2015,126.68,127.62,126.11,127.62,55550382
4365,5/11/2015,127.39,127.56,125.625,126.32,42035757
4366,5/12/2015,125.6,126.88,124.82,125.865,48160032
4367,5/13/2015,126.15,127.19,125.87,126.01,34694235
4368,5/14/2015,127.41,128.95,127.16,128.95,45203456
4369,5/15/2015,129.07,129.49,128.21,128.77,38208034
4370,5/18/2015,128.38,130.72,128.36,130.19,50882918
4371,5/19/2015,130.69,130.88,129.64,130.07,44633240
4372,5/20/2015,130,130.98,129.34,130.06,36454932
4373,5/21/2015,130.07,131.63,129.83,131.39,39730364
4374,5/22/2015,131.6,132.97,131.4,132.54,45595972
4375,5/26/2015,132.6,132.91,129.12,129.62,70697560
4376,5/27/2015,130.34,132.26,130.05,132.045,45833246
4377,5/28/2015,131.86,131.95,131.1,131.78,30733309
4378,5/29/2015,131.23,131.45,129.9,130.28,50884452
4379,6/1/2015,131.2,131.39,130.05,130.535,32112797
4380,6/2/2015,129.86,130.655,129.32,129.96,33667627
4381,6/3/2015,130.66,130.94,129.9,130.12,30983542
4382,6/4/2015,129.58,130.58,128.91,129.36,38450118
4383,6/5/2015,129.5,129.69,128.36,128.65,35626800
4384,6/8/2015,128.9,129.21,126.83,127.8,52674786
4385,6/9/2015,126.7,128.08,125.62,127.42,56075420
4386,6/10/2015,127.92,129.34,127.85,128.88,39087250
4387,6/11/2015,129.18,130.18,128.475,128.59,35390887
4388,6/12/2015,128.185,128.33,127.11,127.17,36886246
4389,6/15/2015,126.1,127.24,125.71,126.92,43988946
4390,6/16/2015,127.03,127.85,126.37,127.6,31494131
4391,6/17/2015,127.72,127.88,126.74,127.3,32918071
4392,6/18/2015,127.23,128.31,127.22,127.88,35407220
4393,6/19/2015,127.71,127.82,126.4,126.6,54716887
4394,6/22/2015,127.49,128.06,127.08,127.61,34039345
4395,6/23/2015,127.48,127.61,126.8792,127.03,30268863
4396,6/24/2015,127.21,129.8,127.12,128.11,55280855
4397,6/25/2015,128.86,129.2,127.5,127.5,31938100
4398,6/26/2015,127.67,127.99,126.51,126.75,44066841
4399,6/29/2015,125.46,126.47,124.48,124.53,49161427
4400,6/30/2015,125.57,126.12,124.86,125.425,44370682
4401,7/1/2015,126.9,126.94,125.99,126.6,30238811
4402,7/2/2015,126.43,126.69,125.77,126.44,27210952
4403,7/6/2015,124.94,126.23,124.85,126,28060431
4404,7/7/2015,125.89,126.15,123.77,125.69,46946811
4405,7/8/2015,124.48,124.64,122.54,122.57,60761614
4406,7/9/2015,123.85,124.06,119.22,120.07,78595038
4407,7/10/2015,121.94,123.85,121.21,123.28,61354474
4408,7/13/2015,125.03,125.755,124.32,125.66,41440538
4409,7/14/2015,126.04,126.37,125.04,125.61,31768139
4410,7/15/2015,125.72,127.15,125.58,126.82,33649200
4411,7/16/2015,127.74,128.57,127.35,128.51,36222447
4412,7/17/2015,129.08,129.62,128.31,129.62,46164710
4413,7/20/2015,130.97,132.97,130.7,132.07,58900203
4414,7/21/2015,132.85,132.92,130.32,130.75,76756427
4415,7/22/2015,121.99,125.5,121.99,125.22,115450607
4416,7/23/2015,126.2,127.09,125.06,125.16,50999452
4417,7/24/2015,125.32,125.74,123.9,124.5,42162332
4418,7/27/2015,123.09,123.61,122.12,122.77,44455540
4419,7/28/2015,123.38,123.91,122.55,123.38,33618097
4420,7/29/2015,123.15,123.5,122.27,122.99,37011653
4421,7/30/2015,122.32,122.5699,121.71,122.37,33628268
4422,7/31/2015,122.6,122.6425,120.91,121.3,42884953
4423,8/3/2015,121.5,122.57,117.52,118.44,69975968
4424,8/4/2015,117.42,117.7,113.25,114.64,124138623
4425,8/5/2015,112.95,117.44,112.1,115.4,98384461
4426,8/6/2015,115.97,116.5,114.115,115.13,52903040
4427,8/7/2015,114.58,116.25,114.5,115.52,38670405
4428,8/10/2015,116.53,119.99,116.53,119.72,54951597
4429,8/11/2015,117.81,118.18,113.33,113.49,97082814
4430,8/12/2015,112.53,115.42,109.63,115.24,101685610
4431,8/13/2015,116.04,116.4,114.54,115.15,48535789
4432,8/14/2015,114.32,116.31,114.01,115.96,42929516
4433,8/17/2015,116.04,117.65,115.5,117.16,40884745
4434,8/18/2015,116.43,117.44,116.01,116.5,34560708
4435,8/19/2015,116.1,116.52,114.68,115.01,48286510
4436,8/20/2015,114.08,114.35,111.63,112.65,68501622
4437,8/21/2015,110.43,111.9,105.645,105.76,128275471
4438,8/24/2015,94.87,108.8,92,103.12,162206292
4439,8/25/2015,111.11,111.11,103.5,103.74,103601599
4440,8/26/2015,107.085,109.89,105.05,109.69,96774611
4441,8/27/2015,112.25,113.24,110.02,112.92,84616056
4442,8/28/2015,112.17,113.31,111.54,113.29,53164407
4443,8/31/2015,112.13,114.53,112,112.76,56229271
4444,9/1/2015,110.18,111.88,107.36,107.72,76845860
4445,9/2/2015,110,112.34,109.131,112.34,61888812
4446,9/3/2015,112.49,112.78,110.04,110.37,53233940
4447,9/4/2015,108.97,110.45,108.51,109.27,49996311
4448,9/8/2015,111.65,112.56,110.32,112.31,54843626
4449,9/9/2015,113.76,114.02,109.77,110.15,85010804
4450,9/10/2015,110.27,113.2825,109.9,112.57,62892831
4451,9/11/2015,111.79,114.21,111.76,114.21,49915473
4452,9/14/2015,116.58,116.89,114.86,115.31,58363431
4453,9/15/2015,115.93,116.53,114.42,116.28,43341155
4454,9/16/2015,116.25,116.54,115.44,116.41,37173489
4455,9/17/2015,115.66,116.49,113.715,113.92,64112641
4456,9/18/2015,112.21,114.3,111.87,113.45,74285291
4457,9/21/2015,113.67,115.37,113.66,115.21,50221965
4458,9/22/2015,113.38,114.18,112.5201,113.4,50346159
4459,9/23/2015,113.63,114.72,113.3,114.32,35756716
4460,9/24/2015,113.25,115.5,112.37,115,50219475
4461,9/25/2015,116.44,116.69,114.02,114.71,56151926
4462,9/28/2015,113.85,114.57,112.44,112.44,50782189
4463,9/29/2015,112.83,113.51,107.86,109.06,73365384
4464,9/30/2015,110.17,111.54,108.73,110.3,65041596
4465,10/1/2015,109.07,109.62,107.31,109.58,63929100
